id,title,sector,sector_label,skill_tag
206,벡엔드 개발자 채용 (인턴/신입/경력/프리랜서),Back-end,0,"JAVA,JQUERY,PYTHON,ANGULARJS,NODE.JS,MONGODB,MYSQL,JSP,BACK-END,GIT,APACHE,AMAZON AWS,풀스택개발,서버관리,GITHUB,REACT,BOOTSTRAP"
207,AI 솔루션 개발자  (인턴 / 신입 / 경력자 / 프리랜서 가능),Machine-learning,9,"JAVA,PYTHON,C++,BACK-END,AMAZON AWS,TENSORFLOW,KERAS,YOLO,NUMPY,PYTORCH,JUPITER,GPU"
208,백엔드 엔지니어,Back-end,0,"백엔드개발자,서버API"
209,Client Engineer,Front-end,1,"ANDROID,KOTLIN,REACTIVE-PROGRAMMING,GIT,GITHUB,FRONT-END,소프트웨어아키텍처,DAGGER-2,IOS,SWIFT,RXJAVA,한국어,영어"
210,Server Software Engineer,Back-end,0,"MYSQL,JAVASCRIPT,NODE.JS,JAVA,REACTIVE-PROGRAMMING,KOTLIN,ELASTICSEARCH,ELK,AMAZON AWS,BACK-END,한국어,영어"
211,머신러닝 엔지니어 [산업기능요원 복무 가능],Machine-learning,9,"PYTORCH,MACHINE-LEARNING,기계학습,딥러닝,인공지능,머신러닝,KERAS,TENSORFLOW,ARTIFICIAL-INTELLIGENCE"
212,"ReactJs, ReactNative, NodeJs, PHP",PHP-dev,25,"PHP,MYSQL,AMAZON AWS,NODE.JS,GIT,FRONT-END,풀스택개발,BACK-END,JAVASCRIPT,REACT,GITHUB,CSS3,HTML5,BOOTSTRAP,소프트웨어아키텍처,영어,한국어"
213,iOS 개발자 채용,IOS,4,IOS
214,php 웹프로그래머 (과장급) 를 모집 합니다.,PHP-dev,25,"PHP,MYSQL,REDIS"
215,백엔드,Back-end,0,"JAVA,BACK-END,풀스택개발,JAVASCRIPT,서버관리,GITHUB,KOTLIN,SPRING,NOSQL,RDBMS,OOP,FUNCTIONAL-PROGRAMMING"
216,백엔드 개발자,Back-end,0,"BACK-END,SCALA,JAVA,PYTHON,GIT,AMAZON AWS,POSTGRESQL,FUNCTIONAL-PROGRAMMING,한국어,영어"
217,창업 플랫폼] 창업인 IT개발직군 채용 (DAB/PHP),PHP-dev,25,"MYSQL,AMAZON AWS,PHP,서버관리,BACK-END,MONGODB"
218,Web Front-end Engineer,Front-end,1,"FRONT-END,JAVASCRIPT,CSS,REACT,VUE,웹프론트엔드,웹프론트엔드 개발,WEB-FRONTEND,ANGULAR"
219,DevOps (Cloud Infra Engineer),DevOps,10,"AWS,DOCKER,CONTAINER,NOSQL,MSA,CI/CD,IAM,OKTA,JAVASCRIPT,정보보안,네트워크,VPC,BACK-END"
220,데이터분석 경진대회 플랫폼 개발 및 운영,Data-analyst,6,"NODE.JS,JAVASCRIPT,REACT,FRONT-END,BACK-END,GIT,MYSQL,서버관리,AMAZON AWS"
221,웹 프론트엔드 개발자 채용,Front-end,1,REACT.JS
222,웹프론트 개발자{vue.js(spa)개발 경력자},Front-end,1,"VUE.JS,웹 프론트엔드 개발(HTML5/CSS3/JAVASCRIPT/VUE.JS),FRONT-END,영어"
223,클라우드 플랫폼 엔지니어 경력 채용,DevOps,10,"HADOOP-ECOSYSTEM,AMAZON AWS,GOOGLE CLOUD PLATFORM (GCP),MICROSOFT AZURE,ELASTICSEARCH,POSTGRESQL,GREENPLUM,KAFKA,KUBERNETES,BIGDATA PLATFORM"
224,"사내 전산 인프라 운영 / 정보 보안 / 사내 시스템 개발 담당 채용(사원, 대리급)",Security,15,"전산관리,GRADLE,JENKINS,CENTOS,JAVA,SPRING-BOOT,ELASTICSEARCH,POSTGRESQL,CASSANDRA,JPA,SPRING-DATA-JPA,GWT,SHELL-SCRIPT,JUNIT,REST API,한국어"
225,"[전문연구요원 편입/전직] NLP/NLU 엔진 개발 전문연구요원(병역 특례, 석사 이상)",Machine-learning,9,
226,"[전문연구요원 편입/전직] 백엔드 개발 분야 전문연구요원(병역 특례, 석사 이상)",Back-end,0,
227,"[전문연구요원 편입/전직] 딥러닝/R&D 분야 전문연구요원(병역 특례, 석사 이상)",Machine-learning,9,
228,[Coupang Pay] Backend Engineer (Product Engineering),Back-end,0,
229,iOS 개발자,IOS,4,
230,Backend개발자,Back-end,0,
231,백엔드개발자(PHP),PHP-dev,25,
232,[경력] Back-End 서버 개발자,Back-end,0,"JAVA,SPRING,SPRINGBOOT,AMAZON AURORA,MYSQL,AMAZON AWS,BACK-END,GIT,DOCKER/KUBERNETES"
233,안드로이드 개발자,Android,3,ANDROID
234,iOS 개발자,IOS,4,"IOS 앱개발,SWIFT,아이폰개발자,IOS,RESTFUL-API,RXSWIFT,MVVM,STORYBOARD,XCODE,NATIVE,ZEPLIN"
235,AI / Big Data 엔지니어 모집,Machine-learning,9,"PYTHON,AI,DEEP-LEARNING,자연어처리"
236,[퍼블리셔/프론트엔드] 반응형 및 UX 개발,Web-publisher,14,"JAVASCRIPT,REACT"
237,[개발] 프론트/서버 개발자(신입지원가능),Front-end,1,"JAVA,MYSQL,NODE.JS,JSP,AMAZON AWS,서버관리,풀스택개발,JAVASCRIPT,GIT,REACT,FRONT-END"
238,"머신비전/검사장비 SW 개발자 (C/C++, MFC)",Computer-vision,16,"C++,JAVA"
239,web 개발자,WEB/Full-stack,2,"HTML/CSS,BOOTSTRAP,ANGULARJS,NODE.JS,REACT,FRONT-END,JAVASCRIPT,GIT,GITHUB,풀스택개발"
240,[링커리어] 웹 프론트엔드 개발(React 개발자)님을 모십니다.,Front-end,1,"REACT,REACT.JS,JAVASCRIPT,VUE.JS,AMAZON AWS,DBMS(MS-SQL MYSQL)"
241,[링커리어] 서버 개발자님을 모십니다.,Back-end,0,"NODE.JS,REACT,JAVASCRIPT,MYSQL,JAVA"
242,ReactNative 엔지니어 채용,Mobile,5,"ANDROID,IOS,JAVASCRIPT,REACTNATIVE,REACT,GIT,GITHUB,FIREBASE,NODE.JS,MYSQL,BACK-END"
243,Android front-end developer,Android,3,"ANDROID,JAVA,PHP,영어"
244,웹 프론트엔드 개발자,Front-end,1,"JAVASCRIPT,FRONT-END,풀스택개발,REACT"
245,개발자,Anonymous,22,"JAVASCRIPT,BACK-END,JAVA/JSP,PYTHON,C,.NET"
246,UI/DB 개발자,Web-publisher,14,"MYSQL,서버관리,PYTHON,GITHUB,FRONT-END,BACK-END,영어"
247,[개발] 네트워크 엔지니어,Back-end,0,
248,백엔드 java 서버 개발,JAVA-dev,21,
249,데이터 분석 및 시각화,Data-analyst,6,
250,신약개발 인공지능 기업 바이오에이아이에서 딥러닝 개발자를 모십니다.,Machine-learning,9,DEEP-LEARNING
251,추천시스템 엔지니어 (AI Engineer specialized in Recommendation system),Machine-learning,9,"ML/DEEPLEARNING,RECOMMENDER SYSTEMS"
252,[프리윌린]백엔드 개발자(B2C 풀리),Back-end,0,"백엔드개발자,BACKEND,개발자,BACKEND DEVELOPER,백엔드 기술 JAVA, SPRING, NODE.JS, MYSQL,백엔드 개발"
253,"응용프로그램 개발 (C#, Node.js) 경력사원 모집",C#/C++/C,24,"NODE.JS,C#,TCP/IP NETWORK PROGRAMMING"
254,머신러닝 엔지니어,Machine-learning,9,"TENSORFLOW,PYTORCH,딥러닝,머신러닝,인공지능"
255,웹개발자,WEB/Full-stack,2,"JAVASCRIPT,FRONT-END,BACK-END,풀스택개발,AMAZON AWS,MYSQL,NODE.JS,CSS,HTML,REACT.JS,TYPESCRIPT,REDUX"
256,Front-end 개발자(인턴 및 경력),Front-end,1,"REACT,JAVASCRIPT,CSS,HTML,BOOTSTRAP,AMAZON AWS,FRONT-END"
257,Back-end 개발자(인턴 및 경력),Back-end,0,"소프트웨어아키텍처,BACK-END,NODE.JS,MYSQL,TYPESCRIPT"
258,[멋쟁이사자처럼]HR 플랫폼 백엔드 개발자,Back-end,0,"AWS,PYTHON,CI/CD,SERVERLESS ARCHITECTURE,MICRO SERVICE ARCHITECTURE"
259,(주)멋쟁이사자처럼 강사채용,Anonymous,22,"PYTHON,DJANGO,JUPYTER NOTEBOOK,TENSORFLOW,딥러닝,머신러닝,인공지능"
260,[멋쟁이사자처럼]HR 플랫폼 프론트엔드 개발자,Front-end,1,"HTML5,REACT,CSS3,GIT,HOOKS"
261,백엔드 서비스 개발,Back-end,0,"BACK-END,NODE JS,MONGODB,RESTFUL-API"
262,블록체인 기반 신규 서비스 프론트엔드 개발자 경력 채용,Block-chain,17,"JAVASCRIPT,NODE.JS,GIT,REACT,FRONT-END,MYSQL,REDUX/MOBX,RESTFUL-API,TYPESCRIPT,BLOCKCHAIN,SPA FRAMEWORK,STELLAR"
263,블록체인 기반 신규 서비스 백엔드 개발자 경력 채용,Block-chain,17,"PYTHON,NODE.JS,BACK-END,MYSQL,GIT,JAVASCRIPT,DJANGO,BLOCKCHAIN"
264,iOS 개발자 (전문연구원 가능),IOS,4,"IOS,SWIFT"
265,Backend Engineer (전문연구요원 신규/편입 가능),Back-end,0,"GOLANG,NODE JS,PYTHON,KUBERNETES,DOCKER,AMPLITUDE,FIREBASE,APPSFLYER,POSTGRESQL,AMAZON AWS,AZURE,GCP,CLOUDFLARE"
266,Android 개발자 (전문연구원 가능),Android,3,ANDROID
267,"Messenger 백엔드개발자(Java Kotlin, Websocket)",JAVA-dev,21,
268,프론트 앱 개발,Mobile,5,
269,Mechanical Engineer (기구설계),C#/C++/C,24,
270,Mechanical Engineer (C++ CAD/FEA 소프트웨어 개발),C#/C++/C,24,
271,SRE Engineer,DevOps,10,
272,Product Manager (1-3년차 주니어급),Project-manager,13,
273,"Software Engineer (백엔드 개발, Node.js)",Back-end,0,
274,"Principal, Backend Engineer (Coupang Eats)",Back-end,0,
275,[기획]Product Owner,CTO,19,
276,✨프론트엔드 개발자,Front-end,1,"NODE.JS,STYLED-COMPONENTS,FRONT-END,ELECTRON.JS,GIT,REACT.JS,WEBSOCKET,REST API,TYPESCRIPT,SOCKET.IO,REDUX,REDUX-SAGA,JEST,STORYBOOK,LERNA,IMMER,JAVASCRIPT,AMAZON AWS,영어"
277,웹 프론트엔드 엔지니어,Front-end,1,"FRONT-END,REACT,BACK-END,GITHUB,REST API,JAVASCRIPT,NODE.JS,TYPE-SCRIPT,REDUX,HTML5,CSS3,FLASK,PYTHON,DJANGO"
278,"Software Engineer, Machine Learning (전문연구요원 지원가능/산업기능요원 보충역 지원가능)",Machine-learning,9,"PYTHON,인공지능,머신러닝,딥러닝,MACHINE LEARNING "
279,Back-end Engineer (전문연구요원/산업기능요원 보충역 지원가능),Back-end,0,"PYTHON,DJANGO"
280,블록오디세이 경력직 React / React Native / JavaScript개발자 모집 공고,Front-end,1,"풀스택개발,JAVASCRIPT,REACT,REACT-NATIVE"
281,SW Engineer,Anonymous,22,"RUST,COMPILER,AI(인공지능),MACHINE LEARNING ,기계학습,CI/CD"
282,Front-end Developer,Front-end,1,"HTML5,CSS3"
283,인프라 모니터링 및 유지관리 담당자,DevOps,10,"솔루션 유지보수,모니터링,기술지원"
284,딥러닝 엔지니어(신입/경력),Machine-learning,9,"DEEP-LEARNING,COMPUTER-VISION,IMAGE-PROCESSING,MACHINE-LEARNING,OBJECT-DETECTION,TENSORFLOW,PYTORCH,인공지능,딥러닝,기계학습,텐서플로우,머신러닝,컴퓨터비전,영상처리,KERAS,DATA SCIENCE,MACHINE LEARNING ,FACE-DETECTION,OBJECT CLASSIFICATION"
285,iOS 개발자,IOS,4,"IOS,OBJECTIVE-C,SWIFT"
286,시니어 웹 프론트엔드 개발자 (Web Front-end),Front-end,1,"FRONT-END,풀스택개발,REACT"
287,Android 개발자,Android,3,"ANDROID,KOTLIN,JAVA"
288,FW 프로그래머,Anonymous,22,"C,C++,MCU F/W개발,ARM,MATLAB"
289,ARCUS 서버 개발자 모집,Back-end,0,"SW 개발,서버개발,웹 백엔드 개발(JAVA/SPRING/ORACLE/MYSQL),JAVA,C,LINUX,리눅스,서버,SERVER,PYTHON,C++,네트워크,DBMS,SQL, NOSQL, ELASTIC SEARCH"
290,프론트엔드 개발자 (병특/산업기능요원 가능),Front-end,1,"FRONT-END,GITHUB,JAVASCRIPT,TYPESCRIPT,VUE.JS,VUEX,WEBPACK,ELEMENT UI,JEST,STORYBOOK,ESLINT,CIRCLECI,LINT,AWS-S3,AWS CLOUDFRONT"
291,iOS 개발리드,IOS,4,"IOS,SWIFT,RXSWIFT,REACTORKIT,SNAPKIT,REALM,ALAMOFIRE,MOYA,FASTLANE,FIREBASE,COCOAPODS"
292,iOS 개발자 (병특/산업기능요원 가능),IOS,4,"IOS,SWIFT,RXSWIFT,REACTORKIT,SNAPKIT,REALM,ALAMOFIRE,MOYA,FASTLANE,FIREBASE,COCOAPODS"
293,DevOps 시니어 엔지니어,DevOps,10,"AWS,CI,CD,KUBERNETES,AWS ECS,INFRASTRUCTURE-AS-CODE,TERRAFORM,ANSIBLE"
294,Android 개발자 (병특/산업기능요원 가능),Android,3,"ANDROID,KOTLIN,RXANDROID,안드로이드개발자"
295,머신러닝 엔지니어,Machine-learning,9,"PYTHON,PYTORCH,NUMPY,PANDAS,SAGEMAKER,머신러닝"
296,시니어 백엔드 개발자,Back-end,0,"API,REST API,PYTHON,NODE JS,EXPRESSJS,DJANGO,BACK-END,AWS,AMAZON AWS,DOCKER,GITHUB,PYTEST,CIRCLECI"
297,Linux기반 C++/C 경력 개발자 모집,C#/C++/C,24,"C++,C#,LINUX"
298,Window기반 자율주행통신(V2X) 관련 S/W 개발자 모집,Anonymous,22,"WINDOWS,C,C++,C#,ANDROID"
299,영상처리(Image Processing) S/W 개발 분야 (신입/경력),Computer-vision,16,"C/C++,OPENCV,NETWORK-PROGRAMMING,임베디드"
300,백엔드 개발자(Node.js),Back-end,0,"MYSQL,NODE.JS,MARIADB"
301,안드로이드 개발자,Android,3,"ANDROID,KOTLIN,RXJAVA,GRAPHQL,RESTFUL-API"
302,웹 개발자,WEB/Full-stack,2,"풀스택개발,FRONT-END,BACK-END,PHP,DJANGO,RUBY,RUBY ON RAILS,라라벨,루비온레일즈,스프링,JAVASCRIPT,JAVA"
303,프론트엔드 개발자 모집(경력 3년 이상),Front-end,1,"JAVA,FRONT-END,BACK-END,JAVASCRIPT"
304,전자서명 솔루션 SI컨설팅 담당자 모집(국내 B2B),Project-manager,13,"IT솔루션영업,솔루션영업,SI,SI 프로젝트,MS-SQL,RDBMS MYSQL,REST API,API,IT기술영업,기술영업"
305,[보안정책팀] 전자금융보안 매니저,Security,15,
306,Data Engineer,Data-engineer,7,
307,백엔드 개발 담당자(PHP),PHP-dev,25,
308,검색 개발,Data-engineer,7,
309,웹 프론트엔드 개발자 (시니어),Front-end,1,
310,풀스택 개발자(Full-stack Developer),WEB/Full-stack,2,
311,Senior Solution Quality Engineer,Anonymous,22,
312,챗봇 자연어 처리 개발,Machine-learning,9,
313,데이터 분석(Data Scientist),Data-analyst,6,"DATA SCIENCE,DATA MODELING,BIG DATA,빅데이터,통계학,DATA-ANALYSIS"
314,IT 콘텐츠 스타트업 <플랜위드>에서 iOS개발자를 구합니다!,IOS,4,"IOS,SWIFT"
315,Junior Solution Quality Engineer,Anonymous,22,
316,IT 콘텐츠 스타트업 <플랜위드>에서 서버개발자를 구합니다!,Back-end,0,"JAVASCRIPT,NODE.JS,BACK-END"
317,[헬퍼로보틱스] 임베디드 SW 개발자 모집합니다.,Embedded/Robotics,12,"C++,C"
318,DevOps (데브옵스),DevOps,10,"AWS,DEVOPS,CI/CD,DOCKER,AMAZON AWS,서버관리,GITHUB,KUBERNETES,DOCKER-SWARM"
319,백엔드 서버 개발자 (Node.js / TypeScript),Back-end,0,"PYTHON,NODE.JS,NLU,STT,TTS,음성인식인공지능(AI),JAVASCRIPT,EXPRESS,DOCKER,BACK-END,NOSQL"
320,백엔드 개발자(경력),Back-end,0,"PYTHON DJANGO,PYTHON,POSTGRESQL,LINUX,DOCKER/KUBERNETES,CLOUD, 파이썬,백엔드,BACK-END,SERVER,IOT,클라우드,AZURE,도커,DJANGGO,리눅스,쿠버네티스,CTO,백엔드개발자,백엔드 개발,풀스택개발,서버관리,GIT,GITHUB,DEVOPS,영어"
321,앱 개발자 (경력),Mobile,5,"ANDROID,JAVA,KOTLIN,FIREBASE,RXJAVA,GIT,REACT,REACTNATIVE,REACT-NATIVE,ANDROID 앱개발,ANDROID 앱,DIGITAL HEALTHCARE SERVICE,FRONT-END,풀스택개발,ANDROID-WEAR,SMARTWATCH"
322,"플랫폼서비스기획자, APP개발자, 서버/웹개발자",Anonymous,22,"ANDROID,IOS,JAVA,PYTHON"
323,"[산업기능요원] 웹 프론트엔드 엔지니어(신입, 전직)",Front-end,1,"JAVASCRIPT,FRONT-END,GIT,HTML/CSS,REACT,TYPESCRIPT"
324,"[산업기능요원] 백엔드 엔지니어(신입, 전직)",Back-end,0,"BACK-END,GIT,TYPESCRIPT,NODE.JS,NESTJS,JAVASCRIPT,AMAZON AWS,KUBERNETES,DOCKER,MONGODB,POSTGRESQL"
325,Backend Developer / 백엔드 서버 개발자,Back-end,0,"JAVA,MYSQL,DBMS(MS-SQL),LINUX,UNIX,NODE.JS,AMAZON AWS,BACK-END,풀스택개발,JAVASCRIPT,KAFKA,GITHUB,REACT,MONGODB,GIT,영어"
326,프론트엔드 개발자 (Frontend Developer),Front-end,1,"웹 프론트엔드 개발(HTML5/CSS3/JAVASCRIPT/VUE.JS),REACT.JS,REACT,VUE,ANGULAR,WEBSOCKET"
327,DBA (Database Engineer),Data-engineer,7,"KAFKA,ELASTICSEARCH,KSQL,STREAM,SPARK,HIVE,STORM,SQOOP,HBASE,DATABASE,KUBERNETES"
328,개발팀 안드로이드 앱 개발자,Android,3,"ANDROID,KOTLIN"
329,개발팀 백엔드 개발자,Back-end,0,"NODE.JS,AMAZON AWS,GIT,BACK-END,서버관리,AMI,EC2,S3,DEVOPS,MICROSERVICES ARCHITECTURE,AMAZON DYNAMODB,RDBMS,NOSQL,RESTFUL-API"
330,[핀테크 기업] 개발팀 Front-end 경력자 채용,Front-end,1,"JAVASCRIPT,FRONT-END,HTML,CSS,GIT,GITHUB,REACT.JS,VUE.JS,TYPESCRIPT"
331,Software Engineer (Front-end) (신입/경력),Front-end,1,"REACT,VUE.JS,MARIA DB,MYSQL,GIT,NODE.JS,MONGODB,웹 프론트엔드 개발(HTML5/CSS3/JAVASCRIPT/VUE.JS),REACT-REDUX,TYPESCRIPT,WEBPACK,LALAVEL,CODEIGNITER"
332,"200만 유저의 선택, 헤어핏의 리액트 웹 프론트엔드 개발자를 모십니다",Front-end,1,"REACT,FRONT-END"
333,[1등 소개팅앱] IOS 앱 개발자 모집,IOS,4,"IOS,ANDROID,SWIFT,IOS 앱개발,아이폰개발자,아이폰,모바일앱개발,IPHONE,OBJECTIVE-C"
334,[1등 소개팅앱] 안드로이드 앱 개발자 모집,Android,3,"ANDROID,JAVA,KOTLIN"
335,경력 소프트웨어 개발자,Anonymous,22,"NODE.JS,AMAZON AWS,VUE.JS,JAVASCRIPT,ELASTICSEARCH,영어"
336,"백엔드 엔지니어 (nodejs, graphQL, typeorm)",Back-end,0,"NODE.JS,TYPESCRIPT,GRAPHQL/APOLLO"
337,[크로켓] 프론트엔드 웹 개발자,Front-end,1,
338,"프론트엔드 엔지니어 (React, NextJS)",Front-end,1,"REACT,REACT-NATIVE,JAVASCRIPT,한국어"
339,QA 엔지니어,QA/QC,23,"POSTMAN,SELENIUM,APPIUM,QA 엔지니어,QA 테스터"
340,Back-end 개발,Back-end,0,"PHP,LARAVEL,AMAZON AWS,AMAZON AURORA,MONGODB,BACK-END"
341,Front-end 개발,Front-end,1,"FRONT-END,GITHUB,REACT.JS,VUE.JS,JAVASCRIPT,LESS,CSS,SASS"
342,하이브리드 앱 개발자,Mobile,5,"FLUTTER,REACT-NATIVE,DART,REACT,MOBILE APPLICATIONS,GIT"
343,프론트엔드 개발자 채용,Front-end,1,"REACT.JS,ELECTRON.JS,OCS EMR,PACS,의료,헬스케어"
344,백엔드 개발자 채용,Back-end,0,"OCS EMR,PACS,KOTLIN,SPRING,MYSQL,ELASTICSEARCH,REDIS,AWS,의료,헬스케어,NAVER CLOUD,JAVA,MONGODB,GIT,BACK-END"
345,기술지원 담당 채용,DevOps,10,"OCS EMR,PACS,의료,헬스케어,데이터마이그레이션,기술지원"
346,[인스테리어] 프론트엔드 개발자 (React.js),Front-end,1,"FRONT-END,REACT.JS,REDUX,MOBX,NEXT.JS,TYPESCRIPT,HTML,CSS,JAVASCRIPT,GIT,BITBUCKET,JIRA,CONFLUENCE,FIGMA,SLACK"
347,[인스테리어] 리액트 네이티브 개발자,Mobile,5,"FRONT-END,REACT-NATIVE,JAVASCRIPT,TYPESCRIPT,CONTEXT API,REDUX,GIT,AMAZON AWS,JENKINS"
348,"React, React Native 개발자 (경력 2년이상)",Front-end,1,"REACT,REACT-NATIVE,JAVASCRIPT,GIT,AMAZON AWS,GITHUB"
349,백엔드 개발자,Back-end,0,"NODE JS,백엔드 기술 JAVA, SPRING, NODE.JS, MYSQL,EXPRESS,KOA,RDB/SQL,SQL, NOSQL, ELASTIC SEARCH"
350,개발팀 - 모바일 개발자(전문연구요원 가능),Mobile,5,"ANDROID,IOS,SWIFT,KOTLIN,OBJECTIVE-C,JAVA,모바일앱개발"
351,"서버, 프론트엔드 개발자 (전문연구요원 가능)",WEB/Full-stack,2,"서버개발자,프론트엔드 개발자,영어"
352,프론트엔드(Front-end) 개발자 모집,Front-end,1,"프론트엔드 개발,HTML,HTML코딩,퍼블리셔"
353,Android NDK 개발자 / 안드로이드 앱 유지보수 및 개발자,Android,3,"ANDROID,JAVA,KOTLIN,RETROFIT2,AAC,GITLAB,SLACK,JIRA,CONFLUENCE,G SUITE,ANDROID NDK,C++,C,안드로이드"
354,[어라운더블] 픽앤픽 iOS 개발자 채용,IOS,4,IOS
355,"[어라운더블] 테크 리드, CTO",CTO,19,"ANDROID,JAVA,IOS,MYSQL,JAVASCRIPT,풀스택개발,FRONT-END,BACK-END,AMAZON AWS,REACT,KOTLIN,SWIFT,GITHUB"
356,React를 사용하시는 프론트앤드 개발자 분을 모십니다.,Front-end,1,"REACT,JAVASCRIPT,TYPESCRIPT,SAAS,OKR"
357,[중고나라] 웹프론트엔드 개발 팀장,Front-end,1,"웹 프론트엔드 개발(HTML5/CSS3/JAVASCRIPT/VUE.JS),HTML5,ANGULAR,JAVASCRIPT,CSS,REACT,SEO,VUE,SPA"
358,[크로켓] 백엔드 서버개발자,Back-end,0,
359,Firmware Engineer,Embedded/Robotics,12,
360,Android Developer,Android,3,
361,Genesislab의 다양한 웹 서비스 개발,Anonymous,22,
362,Backend Engineer,Back-end,0,
363,[중고나라] 데이터매니지먼트 리더 채용,CTO,19,"GA,CRM,데이터분석,데이터,데이터 분석,데이터 모델링"
364,[중고나라] 서비스 서버 개발,Back-end,0,"BACK-END,HTTP,MSA,JSON,JAVA,SPRING,NOSQL,RDBMS"
365,[중고나라] 모니터링 시스템 개발 전문가 채용,DevOps,10,"PYTHON,AWS"
366,서버 개발,Back-end,0,
367,이미지 기반 검색 및 추천,Computer-vision,16,
368,[중고나라] 검색엔진 개발,Data-engineer,7,"SPRING,ASW,BIG DATA,ELASTIC SEARCH"
369,[중고나라] iOS 개발,IOS,4,"IOS,SWIFT,IOS 앱개발,IOS APP 개발"
370,[중고나라] 커머스 서비스 개발,Anonymous,22,"백엔드 기술 JAVA, SPRING, NODE.JS, MYSQL,JAVA,SPRING,NOSQL,RDBMS,JSON,HTTP,MSA"
371,[중고나라] 광고플랫폼 개발,Anonymous,22,"SPRING,NOSQL,SPRING-BOOT,RDBMS"
372,[중고나라] 안드로이드 개발,Android,3,"JAVA,ANDROID,KOTLIN,RXJAVA,ANDROID 개발"
373,데이터 기반 추천 서비스 개발,Data-scientist,8,
374,[중고나라] 웹프론트엔드 개발,Front-end,1,"웹 프론트엔드 개발(HTML5/CSS3/JAVASCRIPT/VUE.JS),HTML5,ANGULAR,JAVASCRIPT,CSS,REACT,SEO,VUE,SPA"
375,[중고나라] DBA 개발,Data-engineer,7,"AWS,MYSQL,DB,DBMS,MARIADB"
376,[중고나라] 앱푸시 서비스 개발,Mobile,5,"JAVA,SPRING,NOSQL,RDMS,JSON,HTTP,MSA,JAVASPRING,BACK-END,백엔드 기술 JAVA, SPRING, NODE.JS, MYSQL"
377,[중고나라] 시스템엔지니어,DevOps,10,"AWS,EMR,TOMCAT,ISMS,WAS,KUBERNETES"
378,[중고나라] 데이터 사이언티스트 전문가 채용,Data-scientist,8,"빅데이터,PYTHON,AWS,MACHINE LEARNING ,ELASTIC SEARCH"
379,[중고나라] 데이터랩 리더 채용,CTO,19,"데이터,데이터분석,빅데이터,통계학,R 통계,PYTHON,SCALA,R"
380,프론트엔드 개발자,Front-end,1,"JAVASCRIPT,ANGULAR,REACT,VUE"
381,자율주행/영상처리/빅데이터/서버/앱 분야 개발자 모집,Computer-vision,16,"ANDROID,IOS,JAVA,PHP,NODE.JS,JSP,ANGULARJS"
382,빅데이터 엔지니어,Data-engineer,7,"PYTHON, TENSORFLOW, PYTORCH"
383,"React-Native , React 프론트엔드 개발자 채용합니다.",Front-end,1,"JAVASCRIPT,NODE.JS,FRONT-END,REACT-NATIVE,TYPESCRIPT,HTML5"
384,백엔드 경력직 모집,Back-end,0,"PYTHON,FLASK,AMAZON AWS,BACK-END,서버관리,MYSQL,MONGODB,ELASTICSEARCH,REDIS,WEBSOCKET"
385,서버/풀스택 개발자 경력직 채용,WEB/Full-stack,2,"MYSQL,NODE.JS,RESTFUL-API,REDIS,VUE.JS,JAVASCRIPT,TYPESCRIPT,BACK-END,서버관리"
386,프론트엔드 개발자_경력,Front-end,1,"JAVASCRIPT,FRONT-END"
387,데이터 엔지니어 경력직 채용,Data-engineer,7,"PYTHON,SQL,R,데이터사이언스,빅데이터,데이터마이닝"
388,[물류 스타트업] 웹 프론트엔드(Vue.js) 개발자를 찾고 있습니다!,Front-end,1,"JAVASCRIPT,CSS,HTML,GIT,REACT,FRONT-END,PHP,VUE.JS,BACK-END"
389,[물류 스타트업] Node.js 백엔드 개발자 채용,Back-end,0,"MYSQL,JAVASCRIPT,NODE.JS,웹프로그래머,소프트웨어"
390,산업기능요원 병역특례 개발자 모집(보충역/현역),Anonymous,22,"GIT,GITHUB,인공지능,AI(인공지능),머신러닝,ARTIFICIAL-INTELLIGENCE,NLP,DEEP-LEARNING,BIG DATA,MACHINE LEARNING ,DATA SCIENCE,PYTORCH,TENSORFLOW,딥러닝,기계학습,영어"
391,[B마트] 안드로이드 개발자,Android,3,
392,프론트엔드 개발자 (3년 이상),Front-end,1,
393,백엔드 개발자 (3년 이상),Back-end,0,
394,[데이터팀] 데이터 분석가/사이언티스트,Data-analyst,6,
395,Web 프론트엔드 개발자,Front-end,1,"NODE.JS,REACT,GITHUB,AMAZON AWS,FRONT-END"
396,백엔드 웹 개발자 / Back-end Web Developer,Back-end,0,"BACK-END,GIT,GITHUB,AMAZON AWS,서버관리,DJANGO,ETHEREUM"
397,앱 개발자(리엑트네이티브),Mobile,5,"REACT-NATIVE,REACT,WEB/APPLICATION SERVER AND CLIENT,FULL STACK"
398,"머신러닝, 자연어처리(NLP) 연구원(팀장, 팀원) 모집",Machine-learning,9,"인공지능,딥러닝,머신러닝,NLP,TENSORFLOW,PYTORCH"
399,위티(주) 프론트엔드 개발자 O명 채용,Front-end,1,"JAVASCRIPT,REACT,CSS,HTML,GITHUB,GITLAB,JPA,TYPESCRIPT,FRONT-END,WEB SERVICE,AMAZON AWS,CSS3"
400,프론트엔드(모바일 앱) 개발자 모집,Mobile,5,"ANDROID,JAVA,IOS,SWIFT,C#,C++"
